"periode_data","jenis","kode_trayek","trayek","jumlah_penumpang"
"202107","Mikrotrans","JAK.72","Kampung Rambutan - Pasar Rebo via Poncol","86419"
"202107","Mikrotrans","JAK.71","Kampung Rambutan - Pinang Ranti","61194"
"202107","Mikrotrans","JAK.64","Lenteng Agung - Aseli","35142"
"202107","Mikrotrans","JAK.61","Cempaka Putih - Pulo Gadung via Kelapa Gading","29397"
"202107","Mikrotrans","JAK.60","Kelapa Gading - Rusun Kemayoran","51455"
"202107","Mikrotrans","JAK.59","Rawamangun - Tanah Merah","68926"
"202107","Mikrotrans","JAK.58","Cilingcing - Rorotan","84804"
"202107","Mikrotrans","JAK.56","Grogol - Srengseng","50173"
"202107","Mikrotrans","JAK.54","Grogol - Benhil","35059"
"202107","Mikrotrans","JAK.53","Grogol - Pos Pengumben via Slipi","35322"
"202107","Mikrotrans","JAK.52","Kalideres - Muara Angke","55626"
"202107","Mikrotrans","JAK.51","Taman Kota - Budi Luhur","90388"
"202107","Mikrotrans","JAK.50","Kalideres - Puri Kembangan","59756"
"202107","Mikrotrans","JAK.49","Lebak Bulus - Cipulir","35304"
"202107","Mikrotrans","JAK.47","Pasar Minggu - Ciganjur via KB Ragunan","42179"
"202107","Mikrotrans","JAK.46","Pasar Minggu - Jagakarsa","70972"
"202107","Mikrotrans","JAK.45","Lebak Bulus - Ragunan","42681"
"202107","Mikrotrans","JAK.44","Andara - Stasiun Universitas Pancasila","53677"
"202107","Mikrotrans","JAK.43","Tongtek - Cililitan","69302"
"202107","Mikrotrans","JAK.42","Kampung Melayu - Pondok Kelapa","59935"
"202107","Mikrotrans","JAK.41","Kampung Melayu - Ppulo Gadung","39265"
"202107","Mikrotrans","JAK.40","Harapan Baru - Pulo Gebang via Rawa Kuning","39761"
"202107","Mikrotrans","JAK.39","Kalimalang - Duren Sawit","50834"
"202107","Mikrotrans","JAK.38","Bulak Ringin - Kampung Rambutan","41201"
"202107","Mikrotrans","JAK.37","Cililitan - Condet via Kayu Manis","43598"
"202107","Mikrotrans","JAK.36","Cilangkap - Cililitan","59082"
"202107","Mikrotrans","JAK.35","Pangkalan Jati - Rawamangun","33239"
"202107","Mikrotrans","JAK.34","Rawamangun - Klender","66981"
"202107","Mikrotrans","JAK.33","Pulo Gadung - Kota","53882"
"202107","Mikrotrans","JAK.32","Lebak Bulus - Petukangan","65877"
"202107","Mikrotrans","JAK.31","Blok M - Andara","47265"
"202107","Mikrotrans","JAK.30","Grogol - Meruya via Roxy","115750"
"202107","Mikrotrans","JAK.29","Tanjung Priok - Sukapura","102252"
"202107","Mikrotrans","JAK.28","Kp. Rambutan - Taman Wiladatika","60833"
"202107","Mikrotrans","JAK.27","Pulo Gebang - Rorotan","45238"
"202107","Mikrotrans","JAK.26","Rawamangun - Duren Sawit","34525"
"202107","Mikrotrans","JAK.25","Kp. Rambutan - Kalisari","51709"
"202107","Mikrotrans","JAK.24","Senen - Pulo Gadung via Kelapa Gading","67255"
"202107","Mikrotrans","JAK.22","Dwikora - Penas Kalimalang","22151"
"202107","Mikrotrans","JAK.21","Cililitan - Dwikora","50079"
"202107","Mikrotrans","JAK.20","Cawang UKI - Lubang Buaya","54167"
"202107","Mikrotrans","JAK,19","Pinang Ranti - Kampung Rambutan","89642"
"202107","Mikrotrans","JAK.18","Kalibata - Kuningan","27976"
"202107","Mikrotrans","JAK.17","Senen - Pulo Gadung","40998"
"202107","Mikrotrans","JAK.16","Cililitan - Condet via Kayu Manis","67962"
"202107","Mikrotrans","JAK.15","Bulak Turi - Tanjung Priok","107567"
"202107","Mikrotrans","JAK.14","Tanah Abang - Meruya","68627"
"202107","Mikrotrans","JAK.13","Tanah Abang - Kota Intan via Jembatan Lima","16554"
"202107","Mikrotrans","JAK.12","Tanah Abang - Kebayoran Lama via Pos Pengumben","62106"
"202107","Mikrotrans","JAK.117","Tanjung Priok - Tanah Merdeka","75944"
"202107","Mikrotrans","JAK.112","Terminal Tanah Merah - Pulo Gadung","47747"
"202107","Mikrotrans","JAK.11","Tanah Abang - Kebayoran Lama","64412"
"202107","Mikrotrans","JAK. 10B","Gondangdia - Cikini via Kramat Jaya","3136"
"202107","Mikrotrans","JAK.10A","Gondangdia - Cikini via Salemba Raya","19060"
"202107","Mikrotrans","JAK.10","Tanah Abang - Kota","40221"
"202107","Mikrotrans","JAK.09","Roxy Mas - Karet","16921"
"202107","Mikrotrans","JAK.08","Roxy - Benhil","24959"
"202107","Mikrotrans","JAK.07","Tanah Abang - Grogol via Tawakal","41852"
"202107","Mikrotrans","JAK.06","Kampung Rambutan - Pondok Gede","63751"
"202107","Mikrotrans","JAK.05","Semper - Rorotan","61720"
"202107","Mikrotrans","JAK.04","Grogol - Tubagus Angke","52237"
"202107","Mikrotrans","JAK.03","Lebak Bulus - Andara","28719"
"202107","Mikrotrans","JAK.02","Kampung Melayu - Duren Sawit","41284"
"202107","Mikrotrans","JAK.01","Tanjung Priok - Plumpang","53303"
"202107","BRT","9","Pinang Ranti - Pluit","326712"
"202107","BRT","8","Lebak Bulus - Harmoni","194713"
"202107","BRT","7","Kampung Rambutan - Kampung Melayu","174682"
"202107","BRT","6","Ragunan - Dukuh Atas 2","157941"
"202107","BRT","5","Kampung Melayu - Ancol","181565"
"202107","BRT","4","Pulo Gadung 2 - Tosari","118923"
"202107","BRT","3","Kalideres - Pasar Baru","205148"
"202107","BRT","2","Pulo Gadung 1 - Harmoni","143327"
"202107","BRT","13","Ciledug - Tendean","124158"
"202107","BRT","12","Penjaringan - Sunter Bouleverd Barat","62403"
"202107","BRT","11","Pulo Gebang - Kampung Melayu","62391"
"202107","BRT","10","Tanjung Priok - PGC 2","175900"
"202107","BRT","1","Blok M - Kota","344528"
"202107","Angkutan Umum Integrasi","9H","Cipedak - Blok M","9158"
"202107","Angkutan Umum Integrasi","9E","Kebayoran Lama - Jelambar","7914"
"202107","Angkutan Umum Integrasi","9D","Pasar Minggu - Tanah Abang","41267"
"202107","Angkutan Umum Integrasi","8K","Batu Sari-Tanah Abang","3406"
"202107","Angkutan Umum Integrasi","8E","Bintaro - Blok M","8853"
"202107","Angkutan Umum Integrasi","8D","Joglo - Blok M","13387"
"202107","Angkutan Umum Integrasi","8C","Kebayoran Lama - Tanah Abang","1186"
"202107","Angkutan Umum Integrasi","7P","Pondok Kelapa - BKN","10617"
"202107","Angkutan Umum Integrasi","7D","Pancoran - TMII","9570"
"202107","Angkutan Umum Integrasi","7B","Kampung Rambutan - Blok M","38429"
"202107","Angkutan Umum Integrasi","7A","Kampung Rambutan - Lebak Bulus","36224"
"202107","Angkutan Umum Integrasi","6R","Ragunan - Stasin MRT Fatmawati","1026"
"202107","Angkutan Umum Integrasi","6N","Ragunan - Blok M via Kemang","12623"
"202107","Angkutan Umum Integrasi","6M","Stasiun Manggarai - Blok M","10908"
"202107","Angkutan Umum Integrasi","6H","Senen - Lebak Bulus","8552"
"202107","Angkutan Umum Integrasi","6C","Stasin Tebet - Karet via Patra Kuningan","42384"
"202107","Angkutan Umum Integrasi","5M","Kampung Melayu - Tanah Abang via Cikini","38167"
"202107","Angkutan Umum Integrasi","5F","Kampung Melayu - Tanah Abang","6465"
"202107","Angkutan Umum Integrasi","5B","Stasiun Tebet - Bidara Cina","3603"
"202107","Angkutan Umum Integrasi","4F","Pinang Ranti - Pulo Gadung","20815"
"202107","Angkutan Umum Integrasi","4B","Stasiun Manggarai - UI","15182"
"202107","Angkutan Umum Integrasi","3E","Sentraland Cengkareng - Puri Kembangan","12046"
"202107","Angkutan Umum Integrasi","2Q","Gondangdia - Balai Kota","4465"
"202107","Angkutan Umum Integrasi","2P","Gondangdia - Senen","2029"
"202107","Angkutan Umum Integrasi","1R","Senen - Tanah Abang","6022"
"202107","Angkutan Umum Integrasi","1Q","Rempoa - Blok M","14727"
"202107","Angkutan Umum Integrasi","1P","Senen - Bundaran Senayan","4484"
"202107","Angkutan Umum Integrasi","1N","Tanah Abang - Blok M","4405"
"202107","Angkutan Umum Integrasi","1M","Meruya - Blok M","12145"
"202107","Angkutan Umum Integrasi","1H","Tanah Abang - Stasiun Gondangdia","18340"
"202107","Angkutan Umum Integrasi","1F","Stasiun Palmerah - Bundaran Senayan","1802"
"202107","Angkutan Umum Integrasi","1E","Pondok Labu - Blok M","36585"
"202107","Angkutan Umum Integrasi","1C","Pesanggrahan - Blok M","7862"
"202107","Angkutan Umum Integrasi","1B","Stasiun Palmerah - Tosari","10688"
"202107","Angkutan Umum Integrasi","1A","PIK - Balai Kota","29960"
"202107","Angkutan Umum Integrasi","12B","Pluit - Senen","4641"
"202107","Angkutan Umum Integrasi","11Q","Kampung Melayu - Pulo Gebang via BKT","6363"
"202107","Angkutan Umum Integrasi","11D","Pulo Gebang - Pulo Gadung 2 via PIK","33801"
"202107","Angkutan Umum Integrasi","10K","Tanjung Priok - Senen via Taman BMW","23069"
"202107","Angkutan Umum Integrasi","GR4","Taman Kota Intan - Museum Bahari","7"
"202107","Angkutan Umum Integrasi","GR5","Kota Tua Explorer","11"
"202108","Mikrotrans","JAK.88","Terminal Tanjung Priok - Ancol Barat","20245"
"202108","Mikrotrans","JAK.85","Bintara - Cipinang Indah","19989"
"202108","Mikrotrans","JAK.84","Terminal Kampung Melayu - Kapin Raya","33638"
"202108","Mikrotrans","JAK.80","Rawa Buaya - Rawa Kompeni","46653"
"202108","Mikrotrans","JA.77","Tanjung Priok - Jembatan Item","47157"
"202108","Mikrotrans","JAK.75","Cililitan - Kp. Pulo","34670"
"202108","Mikrotrans","JAK.74","Terminal Rawamangun - Cipinang Muara","27982"
"202108","Mikrotrans","JAK.73","Jambore Cibubur - Pasar Rebo","50707"
"202108","Mikrotrans","JAK.72","Kampung Rambutan - Pasar Rebo via Poncol","64823"
"202108","Mikrotrans","JAK.71","Kampung Rambutan - Pinang Ranti","48103"
"202108","Mikrotrans","JAK.64","Lenteng Agung - Aseli","35068"
"202108","Mikrotrans","JAK.61","Cempaka Putih - Pulo Gadung via Kelapa Gading","20802"
"202108","Mikrotrans","JAK.60","Kelapa Gading - Rusun Kemayoran","44923"
"202108","Mikrotrans","JAK.59","Rawamangun - Tanah Merah","43369"
"202108","Mikrotrans","JAK.58","Cilingcing - Rorotan","62761"
"202108","Mikrotrans","JAK.56","Grogol - Srengseng","33731"
"202108","Mikrotrans","JAK.54","Grogol - Benhil","30485"
"202108","Mikrotrans","JAK.53","Grogol - Pos Pengumben via Slipi","28991"
"202108","Mikrotrans","JAK.52","Kalideres - Muara Angke","51132"
"202108","Mikrotrans","JAK.51","Taman Kota - Budi Luhur","75413"
"202108","Mikrotrans","JAK.50","Kalideres - Puri Kembangan","45605"
"202108","Mikrotrans","JAK.49","Lebak Bulus - Cipulir","29621"
"202108","Mikrotrans","JAK.47","Pasar Minggu - Ciganjur via KB Ragunan","30006"
"202108","Mikrotrans","JAK.46","Pasar Minggu - Jagakarsa","55148"
"202108","Mikrotrans","JAK.45","Lebak Bulus - Ragunan","32335"
"202108","Mikrotrans","JAK.44","Andara - Stasiun Universitas Pancasila","46374"
"202108","Mikrotrans","JAK.43","Tongtek - Cililitan","58213"
"202106","Mikrotrans","JAK.13","Tanah Abang - Kota Intan via Jembatan Lima","18790"
"202106","Mikrotrans","JAK.12","Tanah Abang - Kebayoran Lama via Pos Pengumben","70817"
"202106","Mikrotrans","JAK.117","Tanjung Priok - Tanah Merdeka","86067"
"202106","Mikrotrans","JAK.112","Terminal Tanah Merah - Pulo Gadung","54658"
"202106","Mikrotrans","JAK.11","Tanah Abang - Kebayoran Lama","78127"
"202106","Mikrotrans","JAK.10","Tanah Abang - Kota","50663"
"202106","Mikrotrans","JAK.09","Roxy Mas - Karet","23423"
"202106","Mikrotrans","JAK.08","Roxy - Benhil","38072"
"202106","Mikrotrans","JAK.07","Tanah Abang - Grogol via Tawakal","57293"
"202106","Mikrotrans","JAK.06","Kampung Rambutan - Pondok Gede","81073"
"202106","Mikrotrans","JAK.05","Semper - Rorotan","77085"
"202106","Mikrotrans","JAK.04","Grogol - Tubagus Angke","58619"
"202106","Mikrotrans","JAK.03","Lebak Bulus - Andara","36032"
"202106","Mikrotrans","JAK.02","Kampung Melayu - Duren Sawit","49639"
"202106","Mikrotrans","JAK.01","Ttanjung Priok - Plumpang","62146"
"202106","BRT","9","Pinang Ranti - Pluit","692649"
"202106","BRT","8","Lebak Bulus - Harmoni","477804"
"202106","BRT","7","Kampung Rambutan - Kampung Melayu","405333"
"202106","BRT","6","Ragunan - Dukuh Atas 2","371126"
"202106","BRT","5","Kampung Melayu - Ancol","453222"
"202106","BRT","4","Pulo Ggadung 2 - Tosari","276418"
"202106","BRT","3","Kalideres - Pasar Baru","484181"
"202106","BRT","2","Pulo Gadung 1 - Harmoni","351897"
"202106","BRT","13","Ciledug - Tendean","315765"
"202106","BRT","12","Penjaringan - Sunter Bouleverd Barat","148267"
"202106","BRT","11","Pulo Gebang - Kampung Melayu","148933"
"202106","BRT","10","Tanjung Priok - PGC 2","393998"
"202106","BRT","1","Blok M - Kota","899829"
"202106","Angkutan Umum Integrasi","9H","Cipedak - Blok M","13557"
"202106","Angkutan Umum Integrasi","9E","Kebayoran Lama - Jelambar","11879"
"202106","Angkutan Umum Integrasi","9D","Pasar Minggu - Tanah Abang","71780"
"202106","Angkutan Umum Integrasi","8K","Batu Sari-Tanah Abang","8238"
"202106","Angkutan Umum Integrasi","8E","Bintaro - Blok M","17795"
"202106","Angkutan Umum Integrasi","8D","Joglo - Blok M","26030"
"202106","Angkutan Umum Integrasi","8C","Kebayoran Lama - Tanah Abang","20094"
"202106","Angkutan Umum Integrasi","7P","Pondok Kelapa - BKN","24185"
"202106","Angkutan Umum Integrasi","7D","Pancoran - TMII","23775"
"202106","Angkutan Umum Integrasi","7B","Kampung Rambutan - Blok M","76133"
"202106","Angkutan Umum Integrasi","7A","Kampung Rambutan - Lebak Bulus","64778"
"202106","Angkutan Umum Integrasi","6R","Ragunan - Stasin MRT Fatmawati","2135"
"202106","Angkutan Umum Integrasi","6N","Ragunan - Blok M via Kemang","24422"
"202106","Angkutan Umum Integrasi","6M","Stasiun Manggarai - Blok M","21967"
"202106","Angkutan Umum Integrasi","6H","Senen - Lebak Bulus","17682"
"202106","Angkutan Umum Integrasi","6C","Stasin Tebet - Karet via Patra Kuningan","76188"
"202106","Angkutan Umum Integrasi","5M","Kampung Melayu - Tanah Abang via Cikini","75577"
"202106","Angkutan Umum Integrasi","5F","Kampung Melayu - Tanah Abang","18759"
"202106","Angkutan Umum Integrasi","5B","Stasiun Tebet - Bidara Cina","6849"
"202106","Angkutan Umum Integrasi","4F","Pinang Ranti - Pulo Gadung","38174"
"202106","Angkutan Umum Integrasi","4B","Stasiun Manggarai - UI","37813"
"202106","Angkutan Umum Integrasi","3E","Sentraland Cengkareng - Puri Kembangan","23236"
"202106","Angkutan Umum Integrasi","1R","Senen - Tanah Abang","12806"
"202106","Angkutan Umum Integrasi","1Q","Rempoa - Blok M","26985"
"202106","Angkutan Umum Integrasi","1P","Senen - Bundaran Senayan","8474"
"202106","Angkutan Umum Integrasi","1N","Tanah Abang - Blok M","9246"
"202106","Angkutan Umum Integrasi","1M","Meruya - Blok M","22951"
"202106","Angkutan Umum Integrasi","1H","Tanah Abang - Stasiun Gondangdia","39470"
"202106","Angkutan Umum Integrasi","1F","Stasiun Palmerah - Bundaran Senayan","6886"
"202106","Angkutan Umum Integrasi","1E","Pondok Labu - Blok M","63772"
"202106","Angkutan Umum Integrasi","1C","Pesanggrahan - Blok M","14938"
"202106","Angkutan Umum Integrasi","1B","Stasiun Palmerah - Tosari","22033"
"202106","Angkutan Umum Integrasi","1A","PIK - Balai Kota","66928"
"202106","Angkutan Umum Integrasi","12B","Pluit - Senen","10761"
"202106","Angkutan Umum Integrasi","11Q","Kampung Melayu - Pulo Gebang via BKT","10744"
"202106","Angkutan Umum Integrasi","11D","Pulo Gebang - Pulo Gadung 2 via PIK","50089"
"202106","Angkutan Umum Integrasi","10K","Tanjung Priok - Senen via Taman BMW","32798"
"202106","Angkutan Umum Integrasi","GR4","Taman Kota Intan - Museum Bahari","1"
"202106","Angkutan Umum Integrasi","GR5","Kota Tua Explorer","33"
"202108","Mikrotrans","JAK.42","Kampung Melayu - Pondok Kelapa","47589"
"202108","Mikrotrans","JAK.41","Kampung Melayu - Ppulo Gadung","32666"
"202108","Mikrotrans","JAK.40","Harapan Baru - Pulo Gebang via Rawa Kuning","22353"
"202108","Mikrotrans","JAK.39","Kalimalang - Duren Sawit","43139"
"202108","Mikrotrans","JAK.38","Bulak Ringin - Kampung Rambutan","33889"
"202108","Mikrotrans","JAK.37","Cililitan - Condet via Kayu Manis","37567"
"202108","Mikrotrans","JAK.36","Cilangkap - Cililitan","46615"
"202108","Mikrotrans","JAK.35","Pangkalan Jati - Rawamangun","22681"
"202108","Mikrotrans","JAK.34","Rawamangun - Klender","46147"
"202108","Mikrotrans","JAK.33","Pulo Gadung - Kota","36510"
"202108","Mikrotrans","JAK.32","Lebak Bulus - Petukangan","52495"
"202108","Mikrotrans","JAK.31","Blok M - Andara","42042"
"202108","Mikrotrans","JAK.30","Grogol - Meruya via Roxy","98364"
"202108","Mikrotrans","JAK.29","Tanjung Priok - Sukapura","76445"
"202108","Mikrotrans","JAK.28","Kp. Rambutan - Taman Wiladatika","43060"
"202108","Mikrotrans","JAK.27","Pulo Gebang - Rorotan","26092"
"202108","Mikrotrans","JAK.26","Rawamangun - Duren Sawit","27039"
"202108","Mikrotrans","JAK.25","Kp. Rambutan - Kalisari","36277"
"202108","Mikrotrans","JAK.24","Senen - Pulo Gadung via Kelapa Gading","49233"
"202108","Mikrotrans","JAK.22","Dwikora - Penas Kalimalang","13571"
"202108","Mikrotrans","JAK.21","Cililitan - Dwikora","50101"
"202108","Mikrotrans","JAK.20","Cawang UKI - Lubang Buaya","38834"
"202108","Mikrotrans","JAK,19","Pinang Ranti - Kampung Rambutan","72845"
"202108","Mikrotrans","JAK.18","Kalibata - Kuningan","21168"
"202108","Mikrotrans","JAK.17","Senen - Pulo Gadung","31113"
"202108","Mikrotrans","JAK.16","Cililitan - Condet via Kayu Manis","48505"
"202108","Mikrotrans","JAK.15","Bulak Turi - Tanjung Priok","81655"
"202108","Mikrotrans","JAK.14","Tanah Abang - Meruya","51129"
"202108","Mikrotrans","JAK.13","Tanah Abang - Kota Intan via Jembatan Lima","13403"
"202108","Mikrotrans","JAK.12","Tanah Abang - Kebayoran Lama via Pos Pengumben","48687"
"202108","Mikrotrans","JAK.117","Tanjung Priok - Tanah Merdeka","60534"
"202108","Mikrotrans","JAK.112","Terminal Tanah Merah - Pulo Gadung","37541"
"202108","Mikrotrans","JAK.11","Tanah Abang - Kebayoran Lama","53707"
"202108","Mikrotrans","JAK.10","Tanah Abang - Kota","36689"
"202108","Mikrotrans","JAK.09","Roxy Mas - Karet","17927"
"202108","Mikrotrans","JAK.08","Roxy - Benhil","27251"
"202108","Mikrotrans","JAK.07","Tanah Abang - Grogol via Tawakal","34491"
"202108","Mikrotrans","JAK.06","Kampung Rambutan - Pondok Gede","45647"
"202108","Mikrotrans","JAK.05","Semper - Rorotan","43302"
"202108","Mikrotrans","JAK.04","Grogol - Tubagus Angke","37882"
"202108","Mikrotrans","JAK.03","Lebak Bulus - Andara","24756"
"202108","Mikrotrans","JAK.02","Kampung Melayu - Duren Sawit","31289"
"202108","Mikrotrans","JAK.01","Tanjung Priok - Plumpang","46703"
"202108","BRT","9","Pinang Ranti - Pluit","399358"
"202108","BRT","8","Lebak Bulus - Harmoni","248009"
"202108","BRT","7","Kampung Rambutan - Kampung Melayu","211537"
"202108","BRT","6","Ragunan - Dukuh Atas 2","194549"
"202108","BRT","5","Kampung Melayu - Ancol","228704"
"202108","BRT","4","Pulo Gadung 2 - Tosari","147131"
"202108","BRT","3","Kalideres - Pasar Baru","263067"
"202108","BRT","2","Pulo Gadung 1 - Harmoni","182122"
"202108","BRT","13","Ciledug - Tendean","160187"
"202108","BRT","12","Penjaringan - Sunter Bouleverd Barat","80348"
"202108","BRT","11","Pulo Gebang - Kampung Melayu","74753"
"202108","BRT","10","Tanjung Priok - PGC 2","213453"
"202108","BRT","1","Blok M - Kota","462959"
"202108","Angkutan Umum Integrasi","9H","Cipedak - Blok M","11808"
"202108","Angkutan Umum Integrasi","9E","Kebayoran Lama - Jelambar","10317"
"202108","Angkutan Umum Integrasi","9D","Pasar Minggu - Tanah Abang","57029"
"202108","Angkutan Umum Integrasi","8K","Batu Sari-Tanah Abang","5714"
"202108","Angkutan Umum Integrasi","8E","Bintaro - Blok M","12951"
"202108","Angkutan Umum Integrasi","8D","Joglo - Blok M","16723"
"202108","Angkutan Umum Integrasi","8C","Kebayoran Lama - Tanah Abang","0"
"202108","Angkutan Umum Integrasi","7P","Pondok Kelapa - BKN","16352"
"202108","Angkutan Umum Integrasi","7D","Pancoran - TMII","11908"
"202108","Angkutan Umum Integrasi","7B","Kampung Rambutan - Blok M","46807"
"202108","Angkutan Umum Integrasi","7A","Kampung Rambutan - Lebak Bulus","46292"
"202108","Angkutan Umum Integrasi","6R","Ragunan - Stasin MRT Fatmawati","0"
"202108","Angkutan Umum Integrasi","6N","Ragunan - Blok M via Kemang","16390"
"202108","Angkutan Umum Integrasi","6M","Stasiun Manggarai - Blok M","13300"
"202108","Angkutan Umum Integrasi","6H","Senen - Lebak Bulus","11982"
"202108","Angkutan Umum Integrasi","6C","Stasin Tebet - Karet via Patra Kuningan","48241"
"202108","Angkutan Umum Integrasi","5M","Kampung Melayu - Tanah Abang via Cikini","53175"
"202108","Angkutan Umum Integrasi","5F","Kampung Melayu - Tanah Abang","9152"
"202108","Angkutan Umum Integrasi","5B","Stasiun Tebet - Bidara Cina","3862"
"202108","Angkutan Umum Integrasi","4F","Pinang Ranti - Pulo Gadung","22307"
"202108","Angkutan Umum Integrasi","4B","Stasiun Manggarai - UI","18891"
"202108","Angkutan Umum Integrasi","3E","Sentraland Cengkareng - Puri Kembangan","16416"
"202108","Angkutan Umum Integrasi","1R","Senen - Tanah Abang","7866"
"202108","Angkutan Umum Integrasi","1Q","Rempoa - Blok M","18185"
"202108","Angkutan Umum Integrasi","1P","Senen - Bundaran Senayan","5409"
"202108","Angkutan Umum Integrasi","1N","Tanah Abang - Blok M","7796"
"202108","Angkutan Umum Integrasi","1M","Meruya - Blok M","15888"
"202108","Angkutan Umum Integrasi","1H","Tanah Abang - Stasiun Gondangdia","22581"
"202108","Angkutan Umum Integrasi","1F","Stasiun Palmerah - Bundaran Senayan","51375"
"202109","Mikrotrans","JAK.28","Kp. Rambutan - Taman Wiladatika","44851"
"202109","Mikrotrans","JAK.27","Pulo Gebang - Rorotan","28362"
"202109","Mikrotrans","JAK.26","Rawamangun - Duren Sawit","29082"
"202109","Mikrotrans","JAK.25","Kp. Rambutan - Kalisari","38117"
"202109","Mikrotrans","JAK.24","Senen - Pulo Gadung via Kelapa Gading","55622"
"202109","Mikrotrans","JAK.22","Dwikora - Penas Kalimalang","18294"
"202109","Mikrotrans","JAK.21","Cililitan - Dwikora","60358"
"202109","Mikrotrans","JAK.20","Cawang UKI - Lubang Buaya","43086"
"202109","Mikrotrans","JAK,19","Pinang Ranti - Kampung Rambutan","80525"
"202109","Mikrotrans","JAK.18","Kalibata - Kuningan","22686"
"202109","Mikrotrans","JAK.17","Senen - Pulo Gadung","32948"
"202109","Mikrotrans","JAK.16","Cililitan - Condet via Kayu Manis","55189"
"202109","Mikrotrans","JAK.15","Bulak Turi - Tanjung Priok","88818"
"202109","Mikrotrans","JAK.14","Tanah Abang - Meruya","54146"
"202109","Mikrotrans","JAK.13","Tanah Abang - Kota Intan via Jembatan Lima","13942"
"202109","Mikrotrans","JAK.12","Tanah Abang - Kebayoran Lama via Pos Pengumben","47757"
"202109","Mikrotrans","JAK.117","Tanjung Priok - Tanah Merdeka","65450"
"202109","Mikrotrans","JAK.112","Terminal Tanah Merah - Pulo Gadung","42918"
"202109","Mikrotrans","JAK.11","Tanah Abang - Kebayoran Lama","55623"
"202109","Mikrotrans","JAK.10","Tanah Abang - Kota","39097"
"202109","Mikrotrans","JAK.09","Roxy Mas - Karet","20117"
"202109","Mikrotrans","JAK.08","Roxy - Benhil","31482"
"202109","Mikrotrans","JAK.07","Tanah Abang - Grogol via Tawakal","40234"
"202109","Mikrotrans","JAK.06","Kampung Rambutan - Pondok Gede","47876"
"202109","Mikrotrans","JAK.05","Semper - Rorotan","49580"
"202109","Mikrotrans","JAK.04","Grogol - Tubagus Angke","39425"
"202109","Mikrotrans","JAK.03","Lebak Bulus - Andara","29480"
"202109","Mikrotrans","JAK.02","Kampung Melayu - Duren Sawit","33996"
"202109","Mikrotrans","JAK.01","Tanjung Priok - Plumpang","50127"
"202109","BRT","9","Pinang Ranti - Pluit","576669"
"202109","BRT","8","Lebak Bulus - Harmoni","374777"
"202109","BRT","7","Kampung Rambutan - Kampung Melayu","320701"
"202109","BRT","6","Ragunan - Dukuh Atas 2","294430"
"202109","BRT","5","Kampung Melayu - Ancol","357909"
"202109","BRT","4","Pulo Gadung 2 - Tosari","225026"
"202109","BRT","3","Kalideres - Pasar Baru","398693"
"202109","BRT","2","Pulo Gadung 1 - Harmoni","277799"
"202109","BRT","13","Ciledug - Tendean","254820"
"202109","BRT","12","Penjaringan - Sunter Bouleverd Barat","121086"
"202109","BRT","11","Pulo Gebang - Kampung Melayu","116020"
"202109","BRT","10","Tanjung Priok - PGC 2","315308"
"202109","BRT","1","Blok M - Kota","735653"
"202109","Angkutan Umum Integrasi","9H","Cipedak - Blok M","15763"
"202109","Angkutan Umum Integrasi","9E","Kebayoran Lama - Jelambar","15640"
"202109","Angkutan Umum Integrasi","9D","Pasar Minggu - Tanah Abang","70179"
"202109","Angkutan Umum Integrasi","8K","Batu Sari-Tanah Abang","8898"
"202109","Angkutan Umum Integrasi","8E","Bintaro - Blok M","16354"
"202109","Angkutan Umum Integrasi","8D","Joglo - Blok M","21647"
"202109","Angkutan Umum Integrasi","8C","Kebayoran Lama - Tanah Abang","0"
"202109","Angkutan Umum Integrasi","7P","Pondok Kelapa - BKN","22113"
"202109","Angkutan Umum Integrasi","7D","Pancoran - TMII","17735"
"202109","Angkutan Umum Integrasi","7B","Kampung Rambutan - Blok M","63312"
"202109","Angkutan Umum Integrasi","7A","Kampung Rambutan - Lebak Bulus","65877"
"202109","Angkutan Umum Integrasi","6R","Ragunan - Stasin MRT Fatmawati","0"
"202109","Angkutan Umum Integrasi","6N","Ragunan - Blok M via Kemang","21774"
"202109","Angkutan Umum Integrasi","6M","Stasiun Manggarai - Blok M","18302"
"202109","Angkutan Umum Integrasi","6H","Senen - Lebak Bulus","18253"
"202109","Angkutan Umum Integrasi","6C","Stasin Tebet - Karet via Patra Kuningan","79500"
"202109","Angkutan Umum Integrasi","5M","Kampung Melayu - Tanah Abang via Cikini","69464"
"202109","Angkutan Umum Integrasi","5F","Kampung Melayu - Tanah Abang","13037"
"202109","Angkutan Umum Integrasi","5B","Stasiun Tebet - Bidara Cina","6075"
"202109","Angkutan Umum Integrasi","4F","Pinang Ranti - Pulo Gadung","33478"
"202109","Angkutan Umum Integrasi","4B","Stasiun Manggarai - UI","29193"
"202109","Angkutan Umum Integrasi","3E","Sentraland Cengkareng - Puri Kembangan","22173"
"202109","Angkutan Umum Integrasi","1R","Senen - Tanah Abang","11913"
"202109","Angkutan Umum Integrasi","1Q","Rempoa - Blok M","22527"
"202109","Angkutan Umum Integrasi","1P","Senen - Bundaran Senayan","7611"
"202109","Angkutan Umum Integrasi","1N","Tanah Abang - Blok M","12148"
"202109","Angkutan Umum Integrasi","1M","Meruya - Blok M","18366"
"202109","Angkutan Umum Integrasi","1H","Tanah Abang - Stasiun Gondangdia","32607"
