"periode_data","jenis","kode_trayek","trayek","jumlah_penumpang"
"202105","Mikrotrans","JAK.88","Terminal Tanjung Priok - Ancol Barat","29592"
"202105","Mikrotrans","JAK.85","Bintara - Cipinang Indah","28069"
"202105","Mikrotrans","JAK.84","Terminal Kampung Melayu - Kapin Raya","40355"
"202105","Mikrotrans","JAK.80","Rawa Buaya - Rawa Kompeni","66030"
"202105","Mikrotrans","JA.77","Tanjung Priok - Jembatan Item","62948"
"202105","Mikrotrans","JAK.75","Cililitan - Kp. Pulo","46434"
"202105","Mikrotrans","JAK.74","Terminal Rawamangun - Cipinang Muara","43117"
"202105","Mikrotrans","JAK.73","Jambore Cibubur - Pasar Rebo","74041"
"202105","Mikrotrans","JAK.72","Kampung Rambutan - Pasar Rebo via Poncol","98840"
"202105","Mikrotrans","JAK.71","Kampung Rambutan - Pinang Ranti","63711"
"202105","Mikrotrans","JAK.64","Lenteng Agung - Aseli","44437"
"202105","Mikrotrans","JAK.61","Cempaka Putih - Pulo Gadung via Kelapa Gading","37132"
"202105","Mikrotrans","JAK.60","Kelapa Gading - Rusun Kemayoran","70382"
"202105","Mikrotrans","JAK.59","Rawamangun - Tanah Merah","88187"
"202105","Mikrotrans","JAK.58","Cilingcing - Rorotan","96611"
"202105","Mikrotrans","JAK.56","Grogol - Srengseng","52740"
"202105","Mikrotrans","JAK.54","Grogol - Benhil","39288"
"202105","Mikrotrans","JAK.53","Grogol - Pos Pengumben via Slipi","35808"
"202105","Mikrotrans","JAK.52","Kalideres - Muara Angke","57570"
"202105","Mikrotrans","JAK.51","Taman Kota - Budi Luhur","97315"
"202105","Mikrotrans","JAK.50","Kalideres - Puri Kembangan","67209"
"202105","Mikrotrans","JAK.49","Lebak Bulus - Cipulir","42656"
"202105","Mikrotrans","JAK.47","Pasar Minggu - Ciganjur via KB Ragunan","52794"
"202105","Mikrotrans","JAK.46","Pasar Minggu - Jagakarsa","82255"
"202105","Mikrotrans","JAK.45","Lebak Bulus - Ragunan","56396"
"202105","Mikrotrans","JAK.44","Andara - Stasiun Universitas Pancasila","64791"
"202105","Mikrotrans","JAK.43","Tongtek - Cililitan","91303"
"202105","Mikrotrans","JAK.42","Kampung Melayu - Pondok Kelapa","67202"
"202105","Mikrotrans","JAK.41","Kampung Melayu - Ppulo Gadung","39978"
"202105","Mikrotrans","JAK.40","Harapan Baru - Pulo Gebang via Rawa Kuning","44007"
"202105","Mikrotrans","JAK.39","Kalimalang - Duren Sawit","64356"
"202105","Mikrotrans","JAK.38","Bulak Ringin - Kampung Rambutan","51306"
"202105","Mikrotrans","JAK.37","Cililitan - Condet via Kayu Manis","58115"
"202105","Mikrotrans","JAK.36","Cilangkap - Cililitan","90157"
"202105","Mikrotrans","JAK.35","Pangkalan Jati - Rawamangun","34739"
"202105","Mikrotrans","JAK.34","Rawamangun - Klender","79082"
"202105","Mikrotrans","JAK.33","Pulo Gadung - Kota","48601"
"202105","Mikrotrans","JAK.32","Lebak Bulus - Petukangan","88819"
"202105","Mikrotrans","JAK.31","Blok M - Andara","63954"
"202105","Mikrotrans","JAK.30","Grogol - Meruya via Roxy","136430"
"202105","Mikrotrans","JAK.29","Tanjung Priok - Sukapura","108161"
"202105","Mikrotrans","JAK.28","Kp. Rambutan - Taman Wiladatika","67506"
"202105","Mikrotrans","JAK.27","Pulo Gebang - Rorotan","47707"
"202105","Mikrotrans","JAK.26","Rawamangun - Duren Sawit","43724"
"202105","Mikrotrans","JAK.25","Kp. Rambutan - Kalisari","62075"
"202105","Mikrotrans","JAK.24","Senen - Pulo Gadung via Kelapa Gading","73953"
"202105","Mikrotrans","JAK.22","Dwikora - Penas Kalimalang","32690"
"202105","Mikrotrans","JAK.21","Cililitan - Dwikora","61989"
"202105","Mikrotrans","JAK.20","Cawang UKI - Lubang Buaya","64374"
"202105","Mikrotrans","JAK,19","Pinang Ranti - Kampung Rambutan","115780"
"202105","Mikrotrans","JAK.18","Kalibata - Kuningan","35873"
"202105","Mikrotrans","JAK.17","Senen - Pulo Gadung","39786"
"202105","Mikrotrans","JAK.16","Cililitan - Condet via Kayu Manis","71832"
"202105","Mikrotrans","JAK.15","Bulak Turi - Tanjung Priok","129203"
"202105","Mikrotrans","JAK.14","Tanah Abang - Meruya","83600"
"202105","Mikrotrans","JAK.13","Tanah Abang - Kota Intan via Jembatan Lima","17058"
"202105","Mikrotrans","JAK.12","Tanah Abang - Kebayoran Lama via Pos Pengumben","65327"
"202105","Mikrotrans","JAK.117","Tanjung Priok - Tanah Merdeka","85211"
"202105","Mikrotrans","JAK.112","Terminal Tanah Merah - Pulo Gadung","49628"
"202105","Mikrotrans","JAK.11","Tanah Abang - Kebayoran Lama","69701"
"202105","Mikrotrans","JAK.10","Tanah Abang - Kota","49104"
"202105","Mikrotrans","JAK.09","Roxy Mas - Karet","19727"
"202105","Mikrotrans","JAK.08","Roxy - Benhil","29436"
"202105","Mikrotrans","JAK.07","Tanah Abang - Grogol via Tawakal","49450"
"202105","Mikrotrans","JAK.06","Kampung Rambutan - Pondok Gede","82681"
"202105","Mikrotrans","JAK.05","Semper - Rorotan","72159"
"202105","Mikrotrans","JAK.04","Grogol - Tubagus Angke","51092"
"202105","Mikrotrans","JAK.03","Lebak Bulus - Andara","34997"
"202105","Mikrotrans","JAK.02","Kampung Melayu - Duren Sawit","51453"
"202105","Mikrotrans","JAK.01","Tanjung Priok - Plumpang","62646"
"202105","BRT","9","Pinang Ranti - Pluit","663201"
"202105","BRT","8","Lebak Bulus - Harmoni","480392"
"202105","BRT","7","Kampung Rambutan - Kampung Melayu","416381"
"202105","BRT","6","Ragunan - Dukuh Atas 2","351285"
"202105","BRT","5","Kampung Melayu - Ancol","469390"
"202105","BRT","4","Pulo Gadung 2 - Tosari","269533"
"202105","BRT","3","Kalideres - Pasar Baru","496285"
"202105","BRT","2","Pulo Gadung 1 - Harmoni","358525"
"202105","BRT","13","Ciledug - Tendean","323662"
"202105","BRT","12","Penjaringan - Sunter Bouleverd Barat","138371"
"202105","BRT","11","Pulo Gebang - Kampung Melayu","154256"
"202105","BRT","10","Tanjung Priok - PGC 2","396760"
"202105","BRT","1","Blok M - Kota","937452"
"202105","Angkutan Umum Integrasi","9H","Cipedak - Blok M","10968"
"202105","Angkutan Umum Integrasi","9E","Kebayoran Lama - Jelambar","10808"
"202105","Angkutan Umum Integrasi","9D","Pasar Minggu - Tanah Abang","72275"
"202105","Angkutan Umum Integrasi","8K","Batu Sari-Tanah Abang","6416"
"202105","Angkutan Umum Integrasi","8E","Bintaro - Blok M","18780"
"202105","Angkutan Umum Integrasi","8D","Joglo - Blok M","27926"
"202105","Angkutan Umum Integrasi","8C","Kebayoran Lama - Tanah Abang","17630"
"202105","Angkutan Umum Integrasi","7P","Pondok Kelapa - BKN","22375"
"202105","Angkutan Umum Integrasi","7D","Pancoran - TMII","22748"
"202105","Angkutan Umum Integrasi","7B","Kampung Rambutan - Blok M","74042"
"202105","Angkutan Umum Integrasi","7A","Kampung Rambutan - Lebak Bulus","59239"
"202105","Angkutan Umum Integrasi","6R","Ragunan - Stasin MRT Fatmawati","1955"
"202105","Angkutan Umum Integrasi","6N","Ragunan - Blok M via Kemang","23488"
"202105","Angkutan Umum Integrasi","6M","Stasiun Manggarai - Blok M","19834"
"202105","Angkutan Umum Integrasi","6H","Senen - Lebak Bulus","14432"
"202105","Angkutan Umum Integrasi","6F","Stasiun Manggarai - Ragunan","377"
"202105","Angkutan Umum Integrasi","6C","Stasin Tebet - Karet via Patra Kuningan","71930"
"202105","Angkutan Umum Integrasi","5M","Kampung Melayu - Tanah Abang via Cikini","72543"
"202105","Angkutan Umum Integrasi","5F","Kampung Melayu - Tanah Abang","16819"
"202103","Mikrotrans","JAK.53","Grogol - Pos Pengumben via Slipi","28325"
"202103","Mikrotrans","JAK.52","Kalideres - Muara Angke","59280"
"202103","Mikrotrans","JAK.51","Taman Kota - Budi Luhur","113243"
"202103","Mikrotrans","JAK.50","Kalideres - Puri Kembangan","67363"
"202103","Mikrotrans","JAK.49","Lebak Bulus - Cipulir","43954"
"202103","Mikrotrans","JAK.47","Pasar Minggu - Ciganjur via KB Ragunan","52411"
"202103","Mikrotrans","JAK.46","Pasar Minggu - Jagakarsa","77915"
"202103","Mikrotrans","JAK.45","Lebak Bulus - Ragunan","57681"
"202103","Mikrotrans","JAK.44","Andara - Stasiun Universitas Pancasila","65591"
"202103","Mikrotrans","JAK.43","Tongtek - Cililitan","89649"
"202103","Mikrotrans","JAK.42","Kampung Melayu - Pondok Kelapa","64890"
"202103","Mikrotrans","JAK.41","Kampung Melayu - Ppulo Gadung","29450"
"202103","Mikrotrans","JAK.40","Harapan Baru - Pulo Gebang via Rawa Kuning","46228"
"202103","Mikrotrans","JAK.39","Kalimalang - Duren Sawit","65972"
"202103","Mikrotrans","JAK.38","Bulak Ringin - Kampung Rambutan","50005"
"202103","Mikrotrans","JAK.37","Cililitan - Condet via Kayu Manis","62773"
"202103","Mikrotrans","JAK.36","Cilangkap - Cililitan","101015"
"202103","Mikrotrans","JAK.35","Pangkalan Jati - Rawamangun","35034"
"202103","Mikrotrans","JAK.34","Rawamangun - Klender","80563"
"202103","Mikrotrans","JAK.33","Pulo Gadung - Kota","54740"
"202103","Mikrotrans","JAK.32","Lebak Bulus - Petukangan","94096"
"202103","Mikrotrans","JAK.31","Blok M - Andara","66327"
"202103","Mikrotrans","JAK.30","Grogol - Meruya via Roxy","148435"
"202103","Mikrotrans","JAK.29","Tanjung Priok - Sukapura","118492"
"202103","Mikrotrans","JAK.28","Kp. Rambutan - Taman Wiladatika","70303"
"202103","Mikrotrans","JAK.27","Pulo Gebang - Rorotan","52236"
"202103","Mikrotrans","JAK.26","Rawamangun - Duren Sawit","43700"
"202103","Mikrotrans","JAK.25","Kp. Rambutan - Kalisari","62854"
"202103","Mikrotrans","JAK.24","Senen - Pulo Gadung via Kelapa Gading","78082"
"202103","Mikrotrans","JAK.22","Dwikora - Penas Kalimalang","29951"
"202103","Mikrotrans","JAK.21","Cililitan - Dwikora","62627"
"202103","Mikrotrans","JAK.20","Cawang UKI - Lubang Buaya","68562"
"202103","Mikrotrans","JAK,19","Pinang Ranti - Kampung Rambutan","121838"
"202103","Mikrotrans","JAK.18","Kalibata - Kuningan","37386"
"202103","Mikrotrans","JAK.17","Senen - Pulo Gadung","38648"
"202103","Mikrotrans","JAK.16","Cililitan - Condet via Kayu Manis","76307"
"202103","Mikrotrans","JAK.15","Bulak Turi - Tanjung Priok","133740"
"202103","Mikrotrans","JAK.14","Tanah Abang - Meruya","88861"
"202103","Mikrotrans","JAK.13","Tanah Abang - Kota Intan via Jembatan Lima","15585"
"202103","Mikrotrans","JAK.12","Tanah Abang - Kebayoran Lama via Pos Pengumben","67389"
"202103","Mikrotrans","JAK.117","Tanjung Priok - Tanah Merdeka","83110"
"202103","Mikrotrans","JAK.112","Terminal Tanah Merah - Pulo Gadung","52125"
"202103","Mikrotrans","JAK.11","Tanah Abang - Kebayoran Lama","73946"
"202103","Mikrotrans","JAK.10B","Gondangdia - Cikini via Kramat Raya","2828"
"202103","Mikrotrans","JAK.10A","Gondangdia - Cikini via Salemba Raya","16781"
"202103","Mikrotrans","JAK.10","Tanah Abang - Kota","51063"
"202103","Mikrotrans","JAK.09","Roxy Mas - Karet","25584"
"202103","Mikrotrans","JAK.08","Roxy - Benhil","29530"
"202103","Mikrotrans","JAK.07","Tanah Abang - Grogol via Tawakal","46342"
"202103","Mikrotrans","JAK.06","Kampung Rambutan - Pondok Gede","82814"
"202103","Mikrotrans","JAK.05","Semper - Rorotan","75218"
"202103","Mikrotrans","JAK.04","Grogol - Tubagus Angke","52690"
"202103","Mikrotrans","JAK.03","Lebak Bulus - Andara","36614"
"202103","Mikrotrans","JAK.02","Kampung Melayu - Duren Sawit","52302"
"202103","Mikrotrans","JAK.01","Tanjung Priok - Plumpang","67629"
"202103","BRT","9","Pinang Ranti - Pluit","756064"
"202103","BRT","8","Lebak Bulus - Harmoni","508851"
"202103","BRT","7","Kampung Rambutan - Kampung Melayu","453819"
"202103","BRT","6","Ragunan - Dukuh Atas 2","405083"
"202103","BRT","5","Kampung Melayu - Ancol","494769"
"202103","BRT","4","Pulo Gadung 2 - Tosari","277604"
"202103","BRT","3","Kalideres - Pasar Baru","534617"
"202103","BRT","2","Pulo Gadung 1 - Harmoni","412664"
"202103","BRT","13","Ciledug - Tendean","334450"
"202103","BRT","12","Penjaringan - Sunter Bouleverd Barat","164012"
"202103","BRT","11","Pulo Gebang - Kampung Melayu","166555"
"202103","BRT","10","Tanjung Priok - PGC 2","427032"
"202103","BRT","1","Blok M - Kota","1013221"
"202103","Angkutan Umum Integrasi","9H","Cipedak - Blok M","12674"
"202103","Angkutan Umum Integrasi","9E","Kebayoran Lama - Jelambar","13245"
"202103","Angkutan Umum Integrasi","9D","Pasar Minggu - Tanah Abang","74555"
"202103","Angkutan Umum Integrasi","8K","Batu Sari-Tanah Abang","8570"
"202103","Angkutan Umum Integrasi","8E","Bintaro - Blok M","19297"
"202103","Angkutan Umum Integrasi","8D","Joglo - Blok M","34009"
"202103","Angkutan Umum Integrasi","8C","Kebayoran Lama - Tanah Abang","18192"
"202103","Angkutan Umum Integrasi","7P","Pondok Kelapa - BKN","24723"
"202103","Angkutan Umum Integrasi","7D","Pancoran - TMII","23286"
"202103","Angkutan Umum Integrasi","7B","Kampung Rambutan - Blok M","82559"
"202103","Angkutan Umum Integrasi","7A","Kampung Rambutan - Lebak Bulus","49219"
"202103","Angkutan Umum Integrasi","6R","Ragunan - Stasin MRT Fatmawati","2157"
"202103","Angkutan Umum Integrasi","6N","Ragunan - Blok M via Kemang","13318"
"202103","Angkutan Umum Integrasi","6M","Stasiun Manggarai - Blok M","24251"
"202103","Angkutan Umum Integrasi","6H","Senen - Lebak Bulus","18468"
"202103","Angkutan Umum Integrasi","6C","Stasin Tebet - Karet via Patra Kuningan","93959"
"202103","Angkutan Umum Integrasi","5M","Kampung Melayu - Tanah Abang via Cikini","79666"
"202103","Angkutan Umum Integrasi","5F","Kampung Melayu - Tanah Abang","19217"
"202103","Angkutan Umum Integrasi","5B","Stasiun Tebet - Bidara Cina","8638"
"202103","Angkutan Umum Integrasi","4F","Pinang Ranti - Pulo Gadung","41635"
"202103","Angkutan Umum Integrasi","4B","Stasiun Manggarai - UI","40301"
"202103","Angkutan Umum Integrasi","3E","Puri Kembangan - Sentraland Cengkareng","23513"
"202103","Angkutan Umum Integrasi","2Q","Gondangdia - Balai Kota","8440"
"202103","Angkutan Umum Integrasi","2P","Gondangdia - Senen","6130"
"202103","Angkutan Umum Integrasi","1R","Senen - Tanah Abang","15225"
"202103","Angkutan Umum Integrasi","1Q","Rempoa - Blok M","27200"
"202103","Angkutan Umum Integrasi","1P","Senen - Bundaran Senayan","8456"
"202103","Angkutan Umum Integrasi","1N","Tanah Abang - Blok M","9235"
"202103","Angkutan Umum Integrasi","1M","Meruya - Blok M","25278"
"202103","Angkutan Umum Integrasi","1H","Tanah Abang - Stasiun Gondangdia","38768"
"202103","Angkutan Umum Integrasi","1F","Stasiun Palmerah - Bundaran Senayan","8308"
"202103","Angkutan Umum Integrasi","1E","Pondok Labu - Blok M","68895"
"202103","Angkutan Umum Integrasi","1C","Pesanggrahan - Blok M","14794"
"202103","Angkutan Umum Integrasi","1B","Stasiun Palmerah - Tosari","20906"
"202103","Angkutan Umum Integrasi","1A","Pantai Maju - Balai Kota","68592"
"202103","Angkutan Umum Integrasi","12B","Pluit - Senen","12131"
"202103","Angkutan Umum Integrasi","11Q","Kampung Melayu - Pulo Gebang via BKT","10948"
"202103","Angkutan Umum Integrasi","11D","Pulo Gebang - Pulo Gadung 2 via PIK","58186"
"202103","Angkutan Umum Integrasi","10K","Tanjung Priok - Senen via Taman BMW","36891"
"202104","Mikrotrans","JAK.88","Terminal Tanjung Priok - Ancol Barat","31791"
"202104","Mikrotrans","JAK.85","Bintara - Cipinang Indah","26835"
"202104","Mikrotrans","JAK.84","Terminal Kampung Melayu - Kapin Raya","40223"
"202104","Mikrotrans","JAK.80","Rawa Buaya - Rawa Kompeni","64948"
"202104","Mikrotrans","JA.77","Tanjung Priok - Jembatan Item","69143"
"202104","Mikrotrans","JAK.75","Cililitan - Kp. Pulo","49851"
"202104","Mikrotrans","JAK.74","Terminal Rawamangun - Cipinang Muara","44545"
"202104","Mikrotrans","JAK.73","Jambore Cibubur - Pasar Rebo","73486"
"202104","Mikrotrans","JAK.72","Kampung Rambutan - Pasar Rebo via Poncol","104102"
"202104","Mikrotrans","JAK.71","Kampung Rambutan - Pinang Ranti","71173"
"202104","Mikrotrans","JAK.64","Lenteng Agung - Aseli","47623"
"202104","Mikrotrans","JAK.61","Cempaka Putih - Pulo Gadung via Kelapa Gading","42043"
"202104","Mikrotrans","JAK.60","Kelapa Gading - Rusun Kemayoran","73738"
"202104","Mikrotrans","JAK.59","Rawamangun - Tanah Merah","94492"
"202104","Mikrotrans","JAK.58","Cilingcing - Rorotan","102437"
"202104","Mikrotrans","JAK.56","Grogol - Srengseng","55901"
"202104","Mikrotrans","JAK.54","Grogol - Benhil","39120"
"202104","Mikrotrans","JAK.53","Grogol - Pos Pengumben via Slipi","36642"
"202104","Mikrotrans","JAK.52","Kalideres - Muara Angke","61905"
"202104","Mikrotrans","JAK.51","Taman Kota - Budi Luhur","108669"
"202104","Mikrotrans","JAK.50","Kalideres - Puri Kembangan","71057"
"202104","Mikrotrans","JAK.49","Lebak Bulus - Cipulir","44479"
"202104","Mikrotrans","JAK.47","Pasar Minggu - Ciganjur via KB Ragunan","53740"
"202104","Mikrotrans","JAK.46","Pasar Minggu - Jagakarsa","87618"
"202104","Mikrotrans","JAK.45","Lebak Bulus - Ragunan","58579"
"202104","Mikrotrans","JAK.44","Andara - Stasiun Universitas Pancasila","67175"
"202104","Mikrotrans","JAK.43","Tongtek - Cililitan","91751"
"202104","Mikrotrans","JAK.42","Kampung Melayu - Pondok Kelapa","67771"
"202104","Mikrotrans","JAK.41","Kampung Melayu - Ppulo Gadung","40336"
"202104","Mikrotrans","JAK.40","Harapan Baru - Pulo Gebang via Rawa Kuning","46119"
"202104","Mikrotrans","JAK.39","Kalimalang - Duren Sawit","66948"
"202104","Mikrotrans","JAK.38","Bulak Ringin - Kampung Rambutan","51343"
"202104","Mikrotrans","JAK.37","Cililitan - Condet via Kayu Manis","59481"
"202104","Mikrotrans","JAK.36","Cilangkap - Cililitan","99921"
"202104","Mikrotrans","JAK.35","Pangkalan Jati - Rawamangun","33547"
"202104","Mikrotrans","JAK.34","Rawamangun - Klender","83256"
"202104","Mikrotrans","JAK.33","Pulo Gadung - Kota","53128"
"202104","Mikrotrans","JAK.32","Lebak Bulus - Petukangan","96164"
"202104","Mikrotrans","JAK.31","Blok M - Andara","68488"
"202104","Mikrotrans","JAK.30","Grogol - Meruya via Roxy","151229"
"202104","Mikrotrans","JAK.29","Tanjung Priok - Sukapura","114250"
"202104","Mikrotrans","JAK.28","Kp. Rambutan - Taman Wiladatika","70553"
"202104","Mikrotrans","JAK.27","Pulo Gebang - Rorotan","47678"
"202104","Mikrotrans","JAK.26","Rawamangun - Duren Sawit","44229"
"202104","Mikrotrans","JAK.25","Kp. Rambutan - Kalisari","62570"
"202104","Mikrotrans","JAK.24","Senen - Pulo Gadung via Kelapa Gading","77864"
"202104","Mikrotrans","JAK.22","Dwikora - Penas Kalimalang","31455"
"202104","Mikrotrans","JAK.21","Cililitan - Dwikora","64590"
"202104","Mikrotrans","JAK.20","Cawang UKI - Lubang Buaya","67887"
"202104","Mikrotrans","JAK,19","Pinang Ranti - Kampung Rambutan","120531"
"202104","Mikrotrans","JAK.18","Kalibata - Kuningan","36923"
"202104","Mikrotrans","JAK.17","Senen - Pulo Gadung","43320"
"202104","Mikrotrans","JAK.16","Cililitan - Condet via Kayu Manis","76238"
"202104","Mikrotrans","JAK.15","Bulak Turi - Tanjung Priok","134431"
"202104","Mikrotrans","JAK.14","Tanah Abang - Meruya","96813"
"202104","Mikrotrans","JAK.13","Tanah Abang - Kota Intan via Jembatan Lima","17877"
"202104","Mikrotrans","JAK.12","Tanah Abang - Kebayoran Lama via Pos Pengumben","67485"
"202104","Mikrotrans","JAK.117","Tanjung Priok - Tanah Merdeka","83132"
"202104","Mikrotrans","JAK.112","Terminal Tanah Merah - Pulo Gadung","51550"
"202104","Mikrotrans","JAK.11","Tanah Abang - Kebayoran Lama","74291"
"202104","Mikrotrans","JAK.10","Tanah Abang - Kota","55248"
"202104","Mikrotrans","JAK.09","Roxy Mas - Karet","23484"
"202104","Mikrotrans","JAK.08","Roxy - Benhil","38120"
"202104","Mikrotrans","JAK.07","Tanah Abang - Grogol via Tawakal","53720"
"202104","Mikrotrans","JAK.06","Kampung Rambutan - Pondok Gede","82859"
"202104","Mikrotrans","JAK.05","Semper - Rorotan","73686"
"202104","Mikrotrans","JAK.04","Grogol - Tubagus Angke","51988"
"202104","Mikrotrans","JAK.03","Lebak Bulus - Andara","35820"
"202104","Mikrotrans","JAK.02","Kampung Melayu - Duren Sawit","51757"
"202104","Mikrotrans","JAK.01","Tanjung Priok - Plumpang","65366"
"202104","BRT","9","Pinang Ranti - Pluit","750330"
"202104","BRT","8","Lebak Bulus - Harmoni","515105"
"202104","BRT","7","Kampung Rambutan - Kampung Melayu","442653"
"202104","BRT","6","Ragunan - Dukuh Atas 2","399984"
"202104","BRT","5","Kampung Melayu - Ancol","488359"
"202104","BRT","4","Pulo Gadung 2 - Tosari","302574"
"202104","BRT","3","Kalideres - Pasar Baru","528578"
"202104","BRT","2","Pulo Gadung 1 - Harmoni","387163"
"202104","BRT","13","Ciledug - Tendean","342002"
"202104","BRT","12","Penjaringan - Sunter Bouleverd Barat","161849"
"202104","BRT","11","Pulo Gebang - Kampung Melayu","162931"
"202104","BRT","10","Tanjung Priok - PGC 2","424169"
"202104","BRT","1","Blok M - Kota","1003534"
"202104","Angkutan Umum Integrasi","9H","Cipedak - Blok M","12866"
"202104","Angkutan Umum Integrasi","9E","Kebayoran Lama - Jelambar","13390"
"202104","Angkutan Umum Integrasi","9D","Pasar Minggu - Tanah Abang","81041"
"202104","Angkutan Umum Integrasi","8K","Batu Sari-Tanah Abang","8991"
"202104","Angkutan Umum Integrasi","8E","Bintaro - Blok M","19625"
"202104","Angkutan Umum Integrasi","8D","Joglo - Blok M","32476"
"202104","Angkutan Umum Integrasi","8C","Kebayoran Lama - Tanah Abang","20132"
"202104","Angkutan Umum Integrasi","7P","Pondok Kelapa - BKN","25016"
"202104","Angkutan Umum Integrasi","7D","Pancoran - TMII","23932"
"202104","Angkutan Umum Integrasi","7B","Kampung Rambutan - Blok M","79510"
"202104","Angkutan Umum Integrasi","7A","Kampung Rambutan - Lebak Bulus","55940"
"202104","Angkutan Umum Integrasi","6R","Ragunan - Stasin MRT Fatmawati","1456"
"202104","Angkutan Umum Integrasi","6N","Ragunan - Blok M via Kemang","24508"
"202104","Angkutan Umum Integrasi","6M","Stasiun Manggarai - Blok M","24651"
"202104","Angkutan Umum Integrasi","6H","Senen - Lebak Bulus","18696"
"202108","Angkutan Umum Integrasi","1E","Pondok Labu - Blok M","11069"
"202108","Angkutan Umum Integrasi","1C","Pesanggrahan - Blok M","16271"
"202108","Angkutan Umum Integrasi","1B","Stasiun Palmerah - Tosari","0"
"202108","Angkutan Umum Integrasi","1A","PIK - Balai Kota","35608"
"202108","Angkutan Umum Integrasi","12B","Pluit - Senen","5602"
"202108","Angkutan Umum Integrasi","11Q","Kampung Melayu - Pulo Gebang via BKT","7829"
"202108","Angkutan Umum Integrasi","11D","Pulo Gebang - Pulo Gadung 2 via PIK","40578"
"202108","Angkutan Umum Integrasi","10K","Tanjung Priok - Senen via Taman BMW","29478"
"202108","Angkutan Umum Integrasi","GR4","Taman Kota Intan - Museum Bahari","14"
"202108","Angkutan Umum Integrasi","GR5","Kota Tua Explorer","8"
"202109","Mikrotrans","JAK.88","Terminal Tanjung Priok - Ancol Barat","21569"
"202109","Mikrotrans","JAK.85","Bintara - Cipinang Indah","23109"
"202109","Mikrotrans","JAK.84","Terminal Kampung Melayu - Kapin Raya","36842"
"202109","Mikrotrans","JAK.80","Rawa Buaya - Rawa Kompeni","46648"
"202109","Mikrotrans","JA.77","Tanjung Priok - Jembatan Item","48302"
"202109","Mikrotrans","JAK.75","Cililitan - Kp. Pulo","35365"
"202109","Mikrotrans","JAK.74","Terminal Rawamangun - Cipinang Muara","30072"
"202109","Mikrotrans","JAK.73","Jambore Cibubur - Pasar Rebo","59539"
"202109","Mikrotrans","JAK.72","Kampung Rambutan - Pasar Rebo via Poncol","64779"
"202109","Mikrotrans","JAK.71","Kampung Rambutan - Pinang Ranti","48561"
"202109","Mikrotrans","JAK.64","Lenteng Agung - Aseli","40201"
"202109","Mikrotrans","JAK.61","Cempaka Putih - Pulo Gadung via Kelapa Gading","25171"
"202109","Mikrotrans","JAK.60","Kelapa Gading - Rusun Kemayoran","52090"
"202109","Mikrotrans","JAK.59","Rawamangun - Tanah Merah","49257"
"202109","Mikrotrans","JAK.58","Cilingcing - Rorotan","71733"
"202109","Mikrotrans","JAK.56","Grogol - Srengseng","34100"
"202109","Mikrotrans","JAK.54","Grogol - Benhil","33008"
"202109","Mikrotrans","JAK.53","Grogol - Pos Pengumben via Slipi","33250"
"202109","Mikrotrans","JAK.52","Kalideres - Muara Angke","53897"
"202109","Mikrotrans","JAK.51","Taman Kota - Budi Luhur","77687"
"202109","Mikrotrans","JAK.50","Kalideres - Puri Kembangan","50104"
"202109","Mikrotrans","JAK.49","Lebak Bulus - Cipulir","33207"
"202109","Mikrotrans","JAK.47","Pasar Minggu - Ciganjur via KB Ragunan","32568"
"202109","Mikrotrans","JAK.46","Pasar Minggu - Jagakarsa","60542"
"202109","Mikrotrans","JAK.45","Lebak Bulus - Ragunan","38024"
"202109","Mikrotrans","JAK.44","Andara - Stasiun Universitas Pancasila","50060"
"202109","Mikrotrans","JAK.43","Tongtek - Cililitan","69032"
"202109","Mikrotrans","JAK.42","Kampung Melayu - Pondok Kelapa","51065"
"202109","Mikrotrans","JAK.41","Kampung Melayu - Pulo Gadung","33668"
"202109","Mikrotrans","JAK.40","Harapan Baru - Pulo Gebang via Rawa Kuning","26059"
"202109","Mikrotrans","JAK.39","Kalimalang - Duren Sawit","48378"
"202109","Mikrotrans","JAK.38","Bulak Ringin - Kampung Rambutan","34714"
"202109","Mikrotrans","JAK.37","Cililitan - Condet via Kayu Manis","43800"
"202109","Mikrotrans","JAK.36","Cilangkap - Cililitan","49923"
"202109","Mikrotrans","JAK.35","Pangkalan Jati - Rawamangun","26455"
"202109","Mikrotrans","JAK.34","Rawamangun - Klender","50790"
"202109","Mikrotrans","JAK.33","Pulo Gadung - Kota","38197"
"202109","Mikrotrans","JAK.32","Lebak Bulus - Petukangan","59259"
"202109","Mikrotrans","JAK.31","Blok M - Andara","46546"
"202109","Mikrotrans","JAK.30","Grogol - Meruya via Roxy","103286"
"202109","Mikrotrans","JAK.29","Tanjung Priok - Sukapura","82109"
"202107","Mikrotrans","JAK.88","Terminal Tanjung Priok - Ancol Barat","27538"
"202107","Mikrotrans","JAK.85","Bintara - Cipinang Indah","25470"
"202107","Mikrotrans","JAK.84","Terminal Kampung Melayu - Kapin Raya","40086"
"202107","Mikrotrans","JAK.80","Rawa Buaya - Rawa Kompeni","60821"
"202107","Mikrotrans","JA.77","Tanjung Priok - Jembatan Item","60267"
"202107","Mikrotrans","JAK.75","Cililitan - Kp. Pulo","42919"
"202107","Mikrotrans","JAK.74","Terminal Rawamangun - Cipinang Muara","39415"
"202107","Mikrotrans","JAK.73","Jambore Cibubur - Pasar Rebo","61657"
